Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:23:41.655,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
2,20:23:42.379,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
3,20:23:42.909,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
4,20:23:43.661,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
5,20:23:44.237,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
6,20:23:44.969,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
7,20:23:45.537,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
8,20:23:46.355,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
9,20:23:47.304,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
10,20:23:47.980,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
11,20:23:48.630,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
12,20:23:49.189,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
13,20:23:49.664,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
14,20:23:50.273,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
15,20:23:51.206,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
16,20:23:51.999,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
17,20:23:52.523,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
18,20:23:53.092,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
19,20:23:53.690,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
20,20:23:54.174,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
21,20:23:54.949,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
22,20:23:56.267,Shinji Bot,pistol,0.684s,2,1,0.5,2000,4000,0.5,false
23,20:23:56.875,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
24,20:23:57.342,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
25,20:23:57.925,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
26,20:23:59.026,Shinji Bot,pistol,0.525s,2,1,0.5,2000,4000,0.5,false
27,20:23:59.445,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
28,20:23:59.995,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
29,20:24:01.481,Shinji Bot,pistol,0.551s,2,1,0.5,2000,4000,0.5,false
30,20:24:02.330,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
31,20:24:02.955,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
