Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
69,20:40:12.700,TileFrenzy Cube,LG,0.457s,11,7,0.636,42,66,0.636,false
70,20:40:13.083,TileFrenzy Cube,LG,0.141s,4,4,1,24,24,1,false
71,20:40:13.442,TileFrenzy Cube,LG,0.142s,4,4,1,24,24,1,false
72,20:40:13.500,TileFrenzy Cube,LG,0.001s,1,1,1,6,6,1,false
73,20:40:14.051,TileFrenzy Cube,LG,0.275s,7,4,0.571,24,42,0.571,false
74,20:40:14.317,TileFrenzy Cube,LG,0.142s,4,4,1,24,24,1,false
75,20:40:14.467,TileFrenzy Cube,LG,0.133s,4,4,1,24,24,1,false
76,20:40:15.368,TileFrenzy Cube,LG,0.641s,15,7,0.467,42,90,0.467,false
77,20:40:15.968,TileFrenzy Cube,LG,0.417s,10,7,0.7,42,60,0.7,false
78,20:40:16.026,TileFrenzy Cube,LG,0s,1,1,1,6,6,1,false
79,20:40:16.760,TileFrenzy Cube,LG,0.459s,11,1,0.091,6,66,0.091,false
80,20:40:17.394,TileFrenzy Cube,LG,0.409s,10,5,0.5,30,60,0.5,false
81,20:40:17.626,TileFrenzy Cube,LG,0.142s,4,4,1,24,24,1,false
82,20:40:17.776,TileFrenzy Cube,LG,0.133s,4,4,1,24,24,1,false
83,20:40:18.227,TileFrenzy Cube,LG,0.325s,8,3,0.375,18,48,0.375,false
84,20:40:18.376,TileFrenzy Cube,LG,0.133s,4,4,1,24,24,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,454,336,2016.0,2724.0,

Kills:,84
Deaths:,0
Fight Time:,17.000999
Avg TTK:,0
Damage Done:,2016.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,2016.0
Scenario:,Tile Frenzy Flick
Hash:,6fba951c55067befb822c39035d3ebaf
Game Version:,2.0.3.1
Challenge Start:,20:39:48.384

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Overwatch
Horiz Sens:,4.64
Vert Sens:,4.64
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,119.670799
Resolution Scale,100.0
