Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,14:00:37.017,Quaker Bot Long Strafes,LG,0.543s,56,20,0.357,100,280,0.357,false
2,14:00:37.776,Quaker Bot Long Strafes,LG,0.358s,37,20,0.541,100,185,0.541,false
3,14:00:38.368,Quaker Bot Long Strafes,LG,0.184s,20,20,1,100,100,1,false
4,14:00:39.109,Quaker Bot Long Strafes,LG,0.341s,36,20,0.556,100,180,0.556,false
5,14:00:40.076,Quaker Bot Long Strafes,LG,0.567s,58,20,0.345,100,290,0.345,false
6,14:00:40.868,Quaker Bot Long Strafes,LG,0.407s,42,20,0.476,100,210,0.476,false
7,14:00:41.576,Quaker Bot Long Strafes,LG,0.375s,39,20,0.513,100,195,0.513,false
8,14:00:42.601,Quaker Bot Long Strafes,LG,0.583s,60,20,0.333,100,300,0.333,false
9,14:00:43.693,Quaker Bot Long Strafes,LG,0.783s,80,20,0.25,100,400,0.25,false
10,14:00:44.402,Quaker Bot Long Strafes,LG,0.275s,29,20,0.69,100,145,0.69,false
11,14:00:45.277,Quaker Bot Long Strafes,LG,0.483s,50,20,0.4,100,250,0.4,false
12,14:00:46.660,Quaker Bot Long Strafes,LG,0.893s,91,20,0.22,100,455,0.22,false
13,14:00:47.669,Quaker Bot Long Strafes,LG,0.775s,79,20,0.253,100,395,0.253,false
14,14:00:48.311,Quaker Bot Long Strafes,LG,0.326s,34,20,0.588,100,170,0.588,false
15,14:00:49.444,Quaker Bot Long Strafes,LG,0.467s,48,20,0.417,100,240,0.417,false
16,14:00:50.328,Quaker Bot Long Strafes,LG,0.539s,56,20,0.357,100,280,0.357,false
17,14:00:51.228,Quaker Bot Long Strafes,LG,0.567s,58,20,0.345,100,290,0.345,false
18,14:00:51.955,Quaker Bot Long Strafes,LG,0.375s,39,20,0.513,100,195,0.513,false
19,14:00:52.979,Quaker Bot Long Strafes,LG,0.642s,66,20,0.303,100,330,0.303,false
20,14:00:53.880,Quaker Bot Long Strafes,LG,0.525s,54,20,0.37,100,270,0.37,false
21,14:00:54.514,Quaker Bot Long Strafes,LG,0.316s,33,20,0.606,100,165,0.606,false
22,14:00:54.980,Quaker Bot Long Strafes,LG,0.308s,32,20,0.625,100,160,0.625,false
23,14:00:56.313,Quaker Bot Long Strafes,LG,1.017s,89,38,0.427,190,445,0.427,false
24,14:00:56.831,Quaker Bot Long Strafes,LG,0.225s,24,20,0.833,100,120,0.833,false
25,14:00:57.739,Quaker Bot Long Strafes,LG,0.291s,31,2,0.065,10,155,0.065,false
26,14:00:58.506,Quaker Bot Long Strafes,LG,0.416s,43,20,0.465,100,215,0.465,false
27,14:00:59.348,Quaker Bot Long Strafes,LG,0.49s,51,20,0.392,100,255,0.392,false
28,14:01:00.331,Quaker Bot Long Strafes,LG,0.617s,63,20,0.317,100,315,0.317,false
29,14:01:01.390,Quaker Bot Long Strafes,LG,0.432s,45,20,0.444,100,225,0.444,false
30,14:01:02.199,Quaker Bot Long Strafes,LG,0.424s,44,20,0.455,100,220,0.455,false
31,14:01:02.673,Quaker Bot Long Strafes,LG,0.217s,23,20,0.87,100,115,0.87,false
32,14:01:03.315,Quaker Bot Long Strafes,LG,0.383s,40,20,0.5,100,200,0.5,false
33,14:01:04.532,Quaker Bot Long Strafes,LG,0.725s,74,20,0.27,100,370,0.27,false
34,14:01:05.299,Quaker Bot Long Strafes,LG,0.383s,40,20,0.5,100,200,0.5,false
35,14:01:06.091,Quaker Bot Long Strafes,LG,0.442s,46,20,0.435,100,230,0.435,false
36,14:01:06.674,Quaker Bot Long Strafes,LG,0.374s,39,20,0.513,100,195,0.513,false
37,14:01:07.491,Quaker Bot Long Strafes,LG,0.374s,39,20,0.513,100,195,0.513,false
38,14:01:08.299,Quaker Bot Long Strafes,LG,0.509s,52,20,0.385,100,260,0.385,false
39,14:01:08.858,Quaker Bot Long Strafes,LG,0.241s,26,20,0.769,100,130,0.769,false
40,14:01:10.091,Quaker Bot Long Strafes,LG,0.649s,56,20,0.357,100,280,0.357,false
41,14:01:10.891,Quaker Bot Long Strafes,LG,0.467s,48,20,0.417,100,240,0.417,false
42,14:01:11.458,Quaker Bot Long Strafes,LG,0.184s,20,20,1,100,100,1,false
43,14:01:12.275,Quaker Bot Long Strafes,LG,0.701s,55,20,0.364,100,275,0.364,false
44,14:01:13.175,Quaker Bot Long Strafes,LG,0.484s,50,20,0.4,100,250,0.4,false
45,14:01:13.892,Quaker Bot Long Strafes,LG,0.392s,41,20,0.488,100,205,0.488,false
46,14:01:15.009,Quaker Bot Long Strafes,LG,0.524s,54,20,0.37,100,270,0.37,false
47,14:01:15.759,Quaker Bot Long Strafes,LG,0.458s,47,20,0.426,100,235,0.426,false
48,14:01:16.735,Quaker Bot Long Strafes,LG,0.734s,75,20,0.267,100,375,0.267,false
49,14:01:18.101,Quaker Bot Long Strafes,LG,0.982s,100,20,0.2,100,500,0.2,false
50,14:01:18.934,Quaker Bot Long Strafes,LG,0.483s,50,20,0.4,100,250,0.4,false
51,14:01:19.726,Quaker Bot Long Strafes,LG,0.516s,53,20,0.377,100,265,0.377,false
52,14:01:20.660,Quaker Bot Long Strafes,LG,0.633s,65,20,0.308,100,325,0.308,false
53,14:01:21.542,Quaker Bot Long Strafes,LG,0.457s,47,20,0.426,100,235,0.426,false
54,14:01:22.184,Quaker Bot Long Strafes,LG,0.391s,41,20,0.488,100,205,0.488,false
55,14:01:22.960,Quaker Bot Long Strafes,LG,0.382s,40,20,0.5,100,200,0.5,false
56,14:01:23.602,Quaker Bot Long Strafes,LG,0.366s,38,20,0.526,100,190,0.526,false
57,14:01:24.619,Quaker Bot Long Strafes,LG,0.583s,60,20,0.333,100,300,0.333,false
58,14:01:25.410,Quaker Bot Long Strafes,LG,0.575s,59,20,0.339,100,295,0.339,false
59,14:01:26.327,Quaker Bot Long Strafes,LG,0.589s,61,20,0.328,100,305,0.328,false
60,14:01:27.294,Quaker Bot Long Strafes,LG,0.657s,67,20,0.299,100,335,0.299,false
61,14:01:28.186,Quaker Bot Long Strafes,LG,0.442s,46,20,0.435,100,230,0.435,false
