Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:23:55.756,target,BB Gun,0s,1,1,1,1,1,1,false
2,23:23:56.206,target,BB Gun,0s,1,1,1,1,1,1,false
3,23:23:56.656,target,BB Gun,0s,1,1,1,1,1,1,false
4,23:23:57.139,target,BB Gun,0s,1,1,1,1,1,1,false
5,23:23:57.581,target,BB Gun,0s,1,1,1,1,1,1,false
6,23:23:57.923,target,BB Gun,0s,1,1,1,1,1,1,false
7,23:23:58.256,target,BB Gun,0s,1,1,1,1,1,1,false
8,23:23:58.698,target,BB Gun,0s,1,1,1,1,1,1,false
9,23:23:59.090,target,BB Gun,0s,1,1,1,1,1,1,false
10,23:23:59.448,target,BB Gun,0s,1,1,1,1,1,1,false
11,23:23:59.949,target,BB Gun,0s,1,1,1,1,1,1,false
12,23:24:00.557,target,BB Gun,0.292s,2,1,0.5,1,2,0.5,false
13,23:24:01.385,target,BB Gun,0.362s,2,1,0.5,1,2,0.5,false
14,23:24:01.693,target,BB Gun,0s,1,1,1,1,1,1,false
15,23:24:02.035,target,BB Gun,0.001s,1,1,1,1,1,1,false
16,23:24:02.360,target,BB Gun,0.001s,1,1,1,1,1,1,false
17,23:24:02.801,target,BB Gun,0s,1,1,1,1,1,1,false
18,23:24:03.135,target,BB Gun,0s,1,1,1,1,1,1,false
19,23:24:03.651,target,BB Gun,0s,1,1,1,1,1,1,false
20,23:24:04.051,target,BB Gun,0s,1,1,1,1,1,1,false
21,23:24:04.552,target,BB Gun,0s,1,1,1,1,1,1,false
22,23:24:04.894,target,BB Gun,0s,1,1,1,1,1,1,false
23,23:24:05.469,target,BB Gun,0s,1,1,1,1,1,1,false
24,23:24:05.886,target,BB Gun,0s,1,1,1,1,1,1,false
25,23:24:06.444,target,BB Gun,0s,1,1,1,1,1,1,false
26,23:24:06.936,target,BB Gun,0.001s,1,1,1,1,1,1,false
27,23:24:07.478,target,BB Gun,0s,1,1,1,1,1,1,false
28,23:24:08.087,target,BB Gun,0s,1,1,1,1,1,1,false
29,23:24:08.379,target,BB Gun,0s,1,1,1,1,1,1,false
30,23:24:08.821,target,BB Gun,0.001s,1,1,1,1,1,1,false
31,23:24:09.170,target,BB Gun,0s,1,1,1,1,1,1,false
32,23:24:09.481,target,BB Gun,0s,1,1,1,1,1,1,false
33,23:24:09.890,target,BB Gun,0s,1,1,1,1,1,1,false
34,23:24:10.277,target,BB Gun,0s,1,1,1,1,1,1,false
35,23:24:10.769,target,BB Gun,0s,1,1,1,1,1,1,false
36,23:24:11.202,target,BB Gun,0s,1,1,1,1,1,1,false
37,23:24:11.528,target,BB Gun,0s,1,1,1,1,1,1,false
38,23:24:11.945,target,BB Gun,0s,1,1,1,1,1,1,false
39,23:24:12.169,target,BB Gun,0s,1,1,1,1,1,1,false
40,23:24:12.569,target,BB Gun,0s,1,1,1,1,1,1,false
41,23:24:13.053,target,BB Gun,0.001s,1,1,1,1,1,1,false
42,23:24:13.328,target,BB Gun,0.001s,1,1,1,1,1,1,false
43,23:24:13.811,target,BB Gun,0s,1,1,1,1,1,1,false
44,23:24:14.053,target,BB Gun,0s,1,1,1,1,1,1,false
45,23:24:14.511,target,BB Gun,0s,1,1,1,1,1,1,false
