Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,22:14:30.384,target,BB Gun,0s,1,1,1,1,1,1,false
2,22:14:30.834,target,BB Gun,0.001s,1,1,1,1,1,1,false
3,22:14:31.127,target,BB Gun,0.001s,1,1,1,1,1,1,false
4,22:14:31.559,target,BB Gun,0s,1,1,1,1,1,1,false
5,22:14:32.001,target,BB Gun,0s,1,1,1,1,1,1,false
6,22:14:32.309,target,BB Gun,0s,1,1,1,1,1,1,false
7,22:14:32.776,target,BB Gun,0s,1,1,1,1,1,1,false
8,22:14:33.142,target,BB Gun,0s,1,1,1,1,1,1,false
9,22:14:33.492,target,BB Gun,0s,1,1,1,1,1,1,false
10,22:14:33.776,target,BB Gun,0s,1,1,1,1,1,1,false
11,22:14:34.060,target,BB Gun,0.001s,1,1,1,1,1,1,false
12,22:14:34.735,target,BB Gun,0.417s,2,1,0.5,1,2,0.5,false
13,22:14:35.178,target,BB Gun,0s,1,1,1,1,1,1,false
14,22:14:35.731,target,BB Gun,0s,1,1,1,1,1,1,false
15,22:14:35.988,target,BB Gun,0s,1,1,1,1,1,1,false
16,22:14:36.546,target,BB Gun,0.001s,1,1,1,1,1,1,false
17,22:14:37.021,target,BB Gun,0s,1,1,1,1,1,1,false
18,22:14:37.320,target,BB Gun,0s,1,1,1,1,1,1,false
19,22:14:37.721,target,BB Gun,0s,1,1,1,1,1,1,false
20,22:14:38.029,target,BB Gun,0s,1,1,1,1,1,1,false
21,22:14:38.821,target,BB Gun,0.333s,2,1,0.5,1,2,0.5,false
22,22:14:39.738,target,BB Gun,0.542s,2,1,0.5,1,2,0.5,false
23,22:14:40.063,target,BB Gun,0s,1,1,1,1,1,1,false
24,22:14:40.505,target,BB Gun,0s,1,1,1,1,1,1,false
25,22:14:40.805,target,BB Gun,0s,1,1,1,1,1,1,false
26,22:14:41.630,target,BB Gun,0s,1,1,1,1,1,1,false
27,22:14:42.114,target,BB Gun,0s,1,1,1,1,1,1,false
28,22:14:42.380,target,BB Gun,0s,1,1,1,1,1,1,false
29,22:14:42.874,target,BB Gun,0s,1,1,1,1,1,1,false
30,22:14:43.322,target,BB Gun,0s,1,1,1,1,1,1,false
31,22:14:43.764,target,BB Gun,0s,1,1,1,1,1,1,false
