Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:28:03.176,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
2,20:28:03.560,target,pistol mini,0s,1,1,1,25,50,0.5,false
3,20:28:03.876,target,pistol mini,0s,1,1,1,25,50,0.5,false
4,20:28:04.085,target,pistol mini,0s,1,1,1,25,50,0.5,false
5,20:28:04.484,target,pistol mini,0s,1,1,1,25,50,0.5,false
6,20:28:04.842,target,pistol mini,0s,1,1,1,25,50,0.5,false
7,20:28:05.151,target,pistol mini,0s,1,1,1,25,50,0.5,false
8,20:28:05.518,target,pistol mini,0s,1,1,1,25,50,0.5,false
9,20:28:05.901,target,pistol mini,0s,1,1,1,25,50,0.5,false
10,20:28:06.109,target,pistol mini,0s,1,1,1,25,50,0.5,false
11,20:28:06.326,target,pistol mini,0s,1,1,1,25,50,0.5,false
12,20:28:06.618,target,pistol mini,0s,1,1,1,25,50,0.5,false
13,20:28:06.901,target,pistol mini,0s,1,1,1,25,50,0.5,false
14,20:28:07.235,target,pistol mini,0s,1,1,1,25,50,0.5,false
15,20:28:07.626,target,pistol mini,0s,1,1,1,25,50,0.5,false
16,20:28:08.285,target,pistol mini,0.375s,2,1,0.5,25,100,0.25,false
17,20:28:08.526,target,pistol mini,0s,1,1,1,25,50,0.5,false
18,20:28:08.819,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
19,20:28:09.110,target,pistol mini,0s,1,1,1,25,50,0.5,false
20,20:28:09.460,target,pistol mini,0s,1,1,1,25,50,0.5,false
21,20:28:09.727,target,pistol mini,0s,1,1,1,25,50,0.5,false
22,20:28:09.977,target,pistol mini,0s,1,1,1,25,50,0.5,false
23,20:28:10.235,target,pistol mini,0s,1,1,1,25,50,0.5,false
24,20:28:10.553,target,pistol mini,0s,1,1,1,25,50,0.5,false
25,20:28:10.886,target,pistol mini,0s,1,1,1,25,50,0.5,false
26,20:28:11.219,target,pistol mini,0s,1,1,1,25,50,0.5,false
27,20:28:11.477,target,pistol mini,0s,1,1,1,25,50,0.5,false
28,20:28:11.769,target,pistol mini,0s,1,1,1,25,50,0.5,false
29,20:28:12.128,target,pistol mini,0s,1,1,1,25,50,0.5,false
30,20:28:12.419,target,pistol mini,0s,1,1,1,25,50,0.5,false
31,20:28:13.052,target,pistol mini,0.308s,2,1,0.5,25,100,0.25,false
32,20:28:13.436,target,pistol mini,0s,1,1,1,25,50,0.5,false
33,20:28:13.735,target,pistol mini,0s,1,1,1,25,50,0.5,false
34,20:28:13.961,target,pistol mini,0s,1,1,1,25,50,0.5,false
35,20:28:14.336,target,pistol mini,0s,1,1,1,25,50,0.5,false
36,20:28:14.712,target,pistol mini,0s,1,1,1,25,50,0.5,false
37,20:28:15.103,target,pistol mini,0s,1,1,1,25,50,0.5,false
38,20:28:15.354,target,pistol mini,0s,1,1,1,25,50,0.5,false
39,20:28:15.627,target,pistol mini,0s,1,1,1,25,50,0.5,false
40,20:28:15.987,target,pistol mini,0s,1,1,1,25,50,0.5,false
41,20:28:16.203,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
42,20:28:16.528,target,pistol mini,0s,1,1,1,25,50,0.5,false
43,20:28:16.778,target,pistol mini,0s,1,1,1,25,50,0.5,false
44,20:28:17.020,target,pistol mini,0s,1,1,1,25,50,0.5,false
45,20:28:17.428,target,pistol mini,0s,1,1,1,25,50,0.5,false
46,20:28:17.671,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
47,20:28:17.970,target,pistol mini,0s,1,1,1,25,50,0.5,false
48,20:28:18.220,target,pistol mini,0s,1,1,1,25,50,0.5,false
49,20:28:18.461,target,pistol mini,0s,1,1,1,25,50,0.5,false
50,20:28:18.837,target,pistol mini,0s,1,1,1,25,50,0.5,false
51,20:28:19.154,target,pistol mini,0s,1,1,1,25,50,0.5,false
52,20:28:19.437,target,pistol mini,0s,1,1,1,25,50,0.5,false
53,20:28:19.738,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
54,20:28:20.054,target,pistol mini,0s,1,1,1,25,50,0.5,false
55,20:28:20.388,target,pistol mini,0s,1,1,1,25,50,0.5,false
56,20:28:20.638,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
57,20:28:20.854,target,pistol mini,0s,1,1,1,25,50,0.5,false
58,20:28:21.221,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
59,20:28:21.512,target,pistol mini,0s,1,1,1,25,50,0.5,false
60,20:28:21.855,target,pistol mini,0s,1,1,1,25,50,0.5,false
61,20:28:22.221,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
62,20:28:22.555,target,pistol mini,0s,1,1,1,25,50,0.5,false
63,20:28:22.838,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
64,20:28:23.104,target,pistol mini,0s,1,1,1,25,50,0.5,false
65,20:28:23.340,target,pistol mini,0s,1,1,1,25,50,0.5,false
66,20:28:23.588,target,pistol mini,0s,1,1,1,25,50,0.5,false
67,20:28:23.880,target,pistol mini,0s,1,1,1,25,50,0.5,false
68,20:28:24.155,target,pistol mini,0s,1,1,1,25,50,0.5,false
69,20:28:24.438,target,pistol mini,0s,1,1,1,25,50,0.5,false
70,20:28:24.722,target,pistol mini,0s,1,1,1,25,50,0.5,false
71,20:28:25.022,target,pistol mini,0s,1,1,1,25,50,0.5,false
72,20:28:25.339,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
73,20:28:25.630,target,pistol mini,0s,1,1,1,25,50,0.5,false
74,20:28:25.838,target,pistol mini,0s,1,1,1,25,50,0.5,false
75,20:28:26.130,target,pistol mini,0s,1,1,1,25,50,0.5,false
76,20:28:26.389,target,pistol mini,0s,1,1,1,25,50,0.5,false
77,20:28:26.690,target,pistol mini,0s,1,1,1,25,50,0.5,false
78,20:28:26.939,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
79,20:28:27.231,target,pistol mini,0s,1,1,1,25,50,0.5,false
80,20:28:27.789,target,pistol mini,0.267s,2,1,0.5,25,100,0.25,false
81,20:28:27.997,target,pistol mini,0s,1,1,1,25,50,0.5,false
82,20:28:28.247,target,pistol mini,0s,1,1,1,25,50,0.5,false
83,20:28:28.547,target,pistol mini,0s,1,1,1,25,50,0.5,false
84,20:28:28.847,target,pistol mini,0s,1,1,1,25,50,0.5,false
85,20:28:29.139,target,pistol mini,0s,1,1,1,25,50,0.5,false
86,20:28:29.456,target,pistol mini,0s,1,1,1,25,50,0.5,false
87,20:28:29.756,target,pistol mini,0s,1,1,1,25,50,0.5,false
88,20:28:30.056,target,pistol mini,0s,1,1,1,25,50,0.5,false
89,20:28:30.306,target,pistol mini,0s,1,1,1,25,50,0.5,false
90,20:28:30.581,target,pistol mini,0s,1,1,1,25,50,0.5,false
91,20:28:30.831,target,pistol mini,0s,1,1,1,25,50,0.5,false
92,20:28:31.106,target,pistol mini,0s,1,1,1,25,50,0.5,false
93,20:28:31.348,target,pistol mini,0s,1,1,1,25,50,0.5,false
94,20:28:31.581,target,pistol mini,0s,1,1,1,25,50,0.5,false
95,20:28:31.823,target,pistol mini,0s,1,1,1,25,50,0.5,false
96,20:28:32.031,target,pistol mini,0s,1,1,1,25,50,0.5,false
97,20:28:32.323,target,pistol mini,0s,1,1,1,25,50,0.5,false
98,20:28:32.599,target,pistol mini,0s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol mini,101,98,2450.0,5050.0,

Kills:,98
Deaths:,0
Fight Time:,0.961
Avg TTK:,0
Damage Done:,2450.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,95.089111
Scenario:,Tile Frenzy Mini
Hash:,53bd6e9a4e8a14d0ea6b53d00b320b4c
Game Version:,2.0.3.1
Challenge Start:,20:28:02.684

Input Lag:,0
Max FPS (config):,120.0
Sens Scale:,Overwatch
Horiz Sens:,4.64
Vert Sens:,4.64
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,1920x1080
Avg FPS,119.942062
Resolution Scale,100.0
