Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,22:16:22.967,target,pistol mini,0s,1,1,1,25,50,0.5,false
2,22:16:23.235,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
3,22:16:23.484,target,pistol mini,0s,1,1,1,25,50,0.5,false
4,22:16:23.767,target,pistol mini,0s,1,1,1,25,50,0.5,false
5,22:16:24.018,target,pistol mini,0s,1,1,1,25,50,0.5,false
6,22:16:24.251,target,pistol mini,0s,1,1,1,25,50,0.5,false
7,22:16:24.510,target,pistol mini,0s,1,1,1,25,50,0.5,false
8,22:16:24.761,target,pistol mini,0s,1,1,1,25,50,0.5,false
9,22:16:24.993,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
10,22:16:25.235,target,pistol mini,0s,1,1,1,25,50,0.5,false
11,22:16:25.460,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
12,22:16:25.727,target,pistol mini,0s,1,1,1,25,50,0.5,false
13,22:16:25.976,target,pistol mini,0s,1,1,1,25,50,0.5,false
14,22:16:26.277,target,pistol mini,0s,1,1,1,25,50,0.5,false
15,22:16:26.477,target,pistol mini,0s,1,1,1,25,50,0.5,false
16,22:16:26.728,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
17,22:16:27.235,target,pistol mini,0.3s,2,1,0.5,25,100,0.25,false
18,22:16:27.460,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
19,22:16:27.702,target,pistol mini,0s,1,1,1,25,50,0.5,false
20,22:16:27.902,target,pistol mini,0s,1,1,1,25,50,0.5,false
21,22:16:28.202,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
22,22:16:28.477,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
23,22:16:28.974,target,pistol mini,0.239s,2,1,0.5,25,100,0.25,false
24,22:16:29.283,target,pistol mini,0s,1,1,1,25,50,0.5,false
25,22:16:29.507,target,pistol mini,0s,1,1,1,25,50,0.5,false
26,22:16:29.710,target,pistol mini,0s,1,1,1,25,50,0.5,false
27,22:16:29.985,target,pistol mini,0s,1,1,1,25,50,0.5,false
28,22:16:30.227,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
29,22:16:30.460,target,pistol mini,0s,1,1,1,25,50,0.5,false
30,22:16:30.718,target,pistol mini,0s,1,1,1,25,50,0.5,false
31,22:16:30.968,target,pistol mini,0s,1,1,1,25,50,0.5,false
32,22:16:31.227,target,pistol mini,0s,1,1,1,25,50,0.5,false
33,22:16:31.436,target,pistol mini,0s,1,1,1,25,50,0.5,false
34,22:16:31.693,target,pistol mini,0s,1,1,1,25,50,0.5,false
35,22:16:31.919,target,pistol mini,0s,1,1,1,25,50,0.5,false
36,22:16:32.168,target,pistol mini,0s,1,1,1,25,50,0.5,false
37,22:16:32.412,target,pistol mini,0s,1,1,1,25,50,0.5,false
38,22:16:33.035,target,pistol mini,0.349s,2,1,0.5,25,100,0.25,false
39,22:16:33.270,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
40,22:16:33.578,target,pistol mini,0s,1,1,1,25,50,0.5,false
41,22:16:33.878,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
42,22:16:34.153,target,pistol mini,0s,1,1,1,25,50,0.5,false
43,22:16:34.661,target,pistol mini,0.316s,2,1,0.5,25,100,0.25,false
44,22:16:34.961,target,pistol mini,0s,1,1,1,25,50,0.5,false
45,22:16:35.220,target,pistol mini,0s,1,1,1,25,50,0.5,false
46,22:16:35.428,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
47,22:16:35.695,target,pistol mini,0s,1,1,1,25,50,0.5,false
48,22:16:35.945,target,pistol mini,0s,1,1,1,25,50,0.5,false
49,22:16:36.229,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
50,22:16:36.462,target,pistol mini,0s,1,1,1,25,50,0.5,false
