Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,13:47:51.351,target,BB Gun,0s,1,1,1,1,1,1,false
2,13:47:51.773,target,BB Gun,0s,1,1,1,1,1,1,false
3,13:47:52.294,target,BB Gun,0s,1,1,1,1,1,1,false
4,13:47:52.728,target,BB Gun,0s,1,1,1,1,1,1,false
5,13:47:52.976,target,BB Gun,0s,1,1,1,1,1,1,false
6,13:47:53.578,target,BB Gun,0.301s,2,1,0.5,1,2,0.5,false
7,13:47:53.821,target,BB Gun,0s,1,1,1,1,1,1,false
8,13:47:54.237,target,BB Gun,0s,1,1,1,1,1,1,false
9,13:47:54.782,target,BB Gun,0s,1,1,1,1,1,1,false
10,13:47:55.132,target,BB Gun,0s,1,1,1,1,1,1,false
11,13:47:55.516,target,BB Gun,0.001s,1,1,1,1,1,1,false
12,13:47:55.773,target,BB Gun,0.001s,1,1,1,1,1,1,false
13,13:47:56.257,target,BB Gun,0s,1,1,1,1,1,1,false
14,13:47:56.649,target,BB Gun,0s,1,1,1,1,1,1,false
15,13:47:57.024,target,BB Gun,0s,1,1,1,1,1,1,false
16,13:47:58.035,target,BB Gun,0.534s,2,1,0.5,1,2,0.5,false
17,13:47:58.515,target,BB Gun,0s,1,1,1,1,1,1,false
18,13:47:58.867,target,BB Gun,0.001s,1,1,1,1,1,1,false
19,13:47:59.367,target,BB Gun,0.001s,1,1,1,1,1,1,false
20,13:47:59.701,target,BB Gun,0s,1,1,1,1,1,1,false
21,13:48:00.034,target,BB Gun,0s,1,1,1,1,1,1,false
22,13:48:00.403,target,BB Gun,0s,1,1,1,1,1,1,false
23,13:48:00.901,target,BB Gun,0s,1,1,1,1,1,1,false
24,13:48:01.399,target,BB Gun,0s,1,1,1,1,1,1,false
25,13:48:01.974,target,BB Gun,0s,1,1,1,1,1,1,false
26,13:48:02.508,target,BB Gun,0s,1,1,1,1,1,1,false
27,13:48:02.800,target,BB Gun,0s,1,1,1,1,1,1,false
28,13:48:03.192,target,BB Gun,0s,1,1,1,1,1,1,false
29,13:48:03.651,target,BB Gun,0s,1,1,1,1,1,1,false
30,13:48:04.026,target,BB Gun,0s,1,1,1,1,1,1,false
31,13:48:04.342,target,BB Gun,0s,1,1,1,1,1,1,false
32,13:48:04.810,target,BB Gun,0s,1,1,1,1,1,1,false
33,13:48:05.306,target,BB Gun,0s,1,1,1,1,1,1,false
34,13:48:05.612,target,BB Gun,0s,1,1,1,1,1,1,false
35,13:48:06.097,target,BB Gun,0s,1,1,1,1,1,1,false
36,13:48:06.687,target,BB Gun,0s,1,1,1,1,1,1,false
37,13:48:07.516,target,BB Gun,0.467s,2,1,0.5,1,2,0.5,false
38,13:48:07.836,target,BB Gun,0s,1,1,1,1,1,1,false
39,13:48:08.237,target,BB Gun,0s,1,1,1,1,1,1,false
40,13:48:08.798,target,BB Gun,0s,1,1,1,1,1,1,false
41,13:48:09.116,target,BB Gun,0s,1,1,1,1,1,1,false
42,13:48:09.477,target,BB Gun,0s,1,1,1,1,1,1,false
43,13:48:09.911,target,BB Gun,0s,1,1,1,1,1,1,false
44,13:48:10.369,target,BB Gun,0s,1,1,1,1,1,1,false
45,13:48:10.632,target,BB Gun,0s,1,1,1,1,1,1,false
46,13:48:11.157,target,BB Gun,0s,1,1,1,1,1,1,false
47,13:48:11.409,target,BB Gun,0s,1,1,1,1,1,1,false
48,13:48:11.747,target,BB Gun,0.001s,1,1,1,1,1,1,false
49,13:48:12.122,target,BB Gun,0.001s,1,1,1,1,1,1,false
50,13:48:12.513,target,BB Gun,0s,1,1,1,1,1,1,false
51,13:48:13.365,target,BB Gun,0.45s,2,1,0.5,1,2,0.5,false
52,13:48:13.751,target,BB Gun,0s,1,1,1,1,1,1,false
53,13:48:14.065,target,BB Gun,0s,1,1,1,1,1,1,false
54,13:48:14.633,target,BB Gun,0s,1,1,1,1,1,1,false
55,13:48:15.189,target,BB Gun,0s,1,1,1,1,1,1,false
56,13:48:15.656,target,BB Gun,0s,1,1,1,1,1,1,false
57,13:48:16.088,target,BB Gun,0s,1,1,1,1,1,1,false
58,13:48:16.540,target,BB Gun,0s,1,1,1,1,1,1,false
59,13:48:16.790,target,BB Gun,0s,1,1,1,1,1,1,false
60,13:48:17.134,target,BB Gun,0s,1,1,1,1,1,1,false
61,13:48:17.512,target,BB Gun,0s,1,1,1,1,1,1,false
62,13:48:18.514,target,BB Gun,0.431s,2,1,0.5,1,2,0.5,false
63,13:48:18.831,target,BB Gun,0s,1,1,1,1,1,1,false
64,13:48:19.091,target,BB Gun,0s,1,1,1,1,1,1,false
65,13:48:19.358,target,BB Gun,0s,1,1,1,1,1,1,false
66,13:48:19.895,target,BB Gun,0s,1,1,1,1,1,1,false
67,13:48:20.253,target,BB Gun,0s,1,1,1,1,1,1,false
68,13:48:20.512,target,BB Gun,0.001s,1,1,1,1,1,1,false
69,13:48:20.813,target,BB Gun,0s,1,1,1,1,1,1,false
70,13:48:21.279,target,BB Gun,0s,1,1,1,1,1,1,false
71,13:48:21.655,target,BB Gun,0s,1,1,1,1,1,1,false
72,13:48:22.116,target,BB Gun,0s,1,1,1,1,1,1,false
73,13:48:22.387,target,BB Gun,0s,1,1,1,1,1,1,false
74,13:48:22.801,target,BB Gun,0s,1,1,1,1,1,1,false
75,13:48:23.213,target,BB Gun,0s,1,1,1,1,1,1,false
76,13:48:23.959,target,BB Gun,0.346s,2,1,0.5,1,2,0.5,false
77,13:48:24.170,target,BB Gun,0.001s,1,1,1,1,1,1,false
78,13:48:24.619,target,BB Gun,0s,1,1,1,1,1,1,false
79,13:48:25.075,target,BB Gun,0.001s,1,1,1,1,1,1,false
80,13:48:25.392,target,BB Gun,0s,1,1,1,1,1,1,false
81,13:48:25.801,target,BB Gun,0s,1,1,1,1,1,1,false
82,13:48:26.129,target,BB Gun,0s,1,1,1,1,1,1,false
83,13:48:26.371,target,BB Gun,0s,1,1,1,1,1,1,false
84,13:48:26.793,target,BB Gun,0s,1,1,1,1,1,1,false
