Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:26:30.085,target,BB Gun,0s,1,1,1,1,1,1,false
2,21:26:30.561,target,BB Gun,0s,1,1,1,1,1,1,false
3,21:26:31.013,target,BB Gun,0s,1,1,1,1,1,1,false
4,21:26:31.595,target,BB Gun,0s,1,1,1,1,1,1,false
5,21:26:31.979,target,BB Gun,0s,1,1,1,1,1,1,false
6,21:26:32.246,target,BB Gun,0s,1,1,1,1,1,1,false
7,21:26:32.852,target,BB Gun,0.261s,2,1,0.5,1,2,0.5,false
8,21:26:33.092,target,BB Gun,0s,1,1,1,1,1,1,false
9,21:26:33.750,target,BB Gun,0.225s,2,1,0.5,1,2,0.5,false
10,21:26:34.093,target,BB Gun,0s,1,1,1,1,1,1,false
11,21:26:34.434,target,BB Gun,0s,1,1,1,1,1,1,false
12,21:26:34.826,target,BB Gun,0s,1,1,1,1,1,1,false
13,21:26:35.284,target,BB Gun,0s,1,1,1,1,1,1,false
14,21:26:35.760,target,BB Gun,0s,1,1,1,1,1,1,false
15,21:26:36.085,target,BB Gun,0s,1,1,1,1,1,1,false
16,21:26:36.585,target,BB Gun,0.001s,1,1,1,1,1,1,false
17,21:26:36.952,target,BB Gun,0s,1,1,1,1,1,1,false
18,21:26:37.320,target,BB Gun,0s,1,1,1,1,1,1,false
19,21:26:37.902,target,BB Gun,0s,1,1,1,1,1,1,false
20,21:26:38.322,target,BB Gun,0s,1,1,1,1,1,1,false
21,21:26:39.297,target,BB Gun,0.609s,3,1,0.333,1,3,0.333,false
22,21:26:39.657,target,BB Gun,0s,1,1,1,1,1,1,false
23,21:26:40.300,target,BB Gun,0s,1,1,1,1,1,1,false
24,21:26:40.708,target,BB Gun,0.001s,1,1,1,1,1,1,false
25,21:26:41.075,target,BB Gun,0s,1,1,1,1,1,1,false
26,21:26:41.535,target,BB Gun,0s,1,1,1,1,1,1,false
27,21:26:42.052,target,BB Gun,0.001s,1,1,1,1,1,1,false
28,21:26:42.384,target,BB Gun,0s,1,1,1,1,1,1,false
29,21:26:42.685,target,BB Gun,0s,1,1,1,1,1,1,false
30,21:26:43.261,target,BB Gun,0.001s,1,1,1,1,1,1,false
31,21:26:43.795,target,BB Gun,0s,1,1,1,1,1,1,false
32,21:26:44.119,target,BB Gun,0s,1,1,1,1,1,1,false
33,21:26:44.483,target,BB Gun,0s,1,1,1,1,1,1,false
34,21:26:45.039,target,BB Gun,0s,1,1,1,1,1,1,false
35,21:26:45.582,target,BB Gun,0s,1,1,1,1,1,1,false
36,21:26:46.018,target,BB Gun,0.001s,1,1,1,1,1,1,false
37,21:26:46.886,target,BB Gun,0.584s,2,1,0.5,1,2,0.5,false
38,21:26:47.511,target,BB Gun,0s,1,1,1,1,1,1,false
39,21:26:47.886,target,BB Gun,0.001s,1,1,1,1,1,1,false
40,21:26:48.136,target,BB Gun,0s,1,1,1,1,1,1,false
41,21:26:48.829,target,BB Gun,0.341s,2,1,0.5,1,2,0.5,false
42,21:26:49.204,target,BB Gun,0s,1,1,1,1,1,1,false
43,21:26:49.803,target,BB Gun,0s,1,1,1,1,1,1,false
44,21:26:50.036,target,BB Gun,0s,1,1,1,1,1,1,false
45,21:26:50.529,target,BB Gun,0s,1,1,1,1,1,1,false
46,21:26:50.973,target,BB Gun,0s,1,1,1,1,1,1,false
47,21:26:51.321,target,BB Gun,0s,1,1,1,1,1,1,false
48,21:26:51.732,target,BB Gun,0s,1,1,1,1,1,1,false
49,21:26:52.066,target,BB Gun,0s,1,1,1,1,1,1,false
50,21:26:52.408,target,BB Gun,0s,1,1,1,1,1,1,false
